Evidence,Property,Source,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,PubMed,Subject Coverage,Query Coverage,Identity,E-value
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.1885,0,0,NP_461214.1,Salmonella enterica,gyrA,DNA gyrase subunit A,,fluoroquinolone resistance gene,0,100,100,99,0
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.726,0,0,NP_414618.4,Escherichia coli,leuO,LeuO activator,,sulfonamide resistance gene,0,95,95,89,1.00E-157
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.2455,0,0,0,unknown,acrAB-tolC,AcrA efflux pump component,AcrA efflux pump component,efflux pump conferring antibiotic resistance,7651136,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.896,0,0,NP_460903.1,Salmonella enterica,sdiA,SdiA transcriptional activator,,efflux pump conferring antibiotic resistance,0,100,100,98,1.00E-137
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.4832,0,0,YP_490697.1,Escherichia coli,acrD,AcrD efflux pump component,,efflux pump conferring antibiotic resistance,0,100,100,94,0
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.4799,0,0,0,unknown,ileS,Isoleucyl-tRNA synthetase,Isoleucyl-tRNA synthetase,antibiotic target in susceptible species,7929087,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.1897,0,0,CDJ72593,Escherichia coli,glpT,GlpT transporter,,fosfomycin resistance gene,0,100,100,96,1.00E-265
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.68,0,0,BAE77933.1,Escherichia coli,crp,CRP,,efflux pump conferring antibiotic resistance,0,100,100,98,1.00E-115
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.4832,0,0,0,unknown,acrAD-tolC,AcrD efflux pump component,AcrD efflux pump component,efflux pump conferring antibiotic resistance,10692383,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.2479,0,0,0,unknown,oxyR,OxyR activator,OxyR activator,regulator modulating antibiotic resistance,25799046,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.2826,0,0,0,unknown,folP,Dihydropteroate synthase,Dihydropteroate synthase,antibiotic target in susceptible species,15673783,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.1547,0,0,YP_490321.1,Escherichia coli,baeR,BaeR response regulator,,efflux pump conferring antibiotic resistance,0,100,100,96,1.00E-130
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.1740,0,0,0,unknown,tolC,TolC outer membrane channel,TolC outer membrane channel,efflux pump conferring antibiotic resistance,6219270,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.4496,0,0,CDO13981.1,Klebsiella pneumoniae,phoP,PhoP regulator,,polymyxin resistance gene,0,100,99,92,1.00E-114
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.2355,0,0,ACH50230.1,Salmonella enterica,ramR,AcrR family regulator,,efflux pump conferring antibiotic resistance,0,100,100,97,1.00E-104
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.3901,0,0,0,unknown,mdtL,MdtL efflux pump,MdtL efflux pump,efflux pump conferring antibiotic resistance,11566977,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.2147,0,0,AAC74603.2,Escherichia coli,marR,MarR regulator,,efflux pump conferring antibiotic resistance,0,100,100,92,3.00E-72
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.46,0,0,AAA50993.1,Escherichia coli,0,Elongation factor Tu,,elfamycin resistance gene,0,100,100,99,1.00E-230
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.3190,0,0,NP_415222.1,Escherichia coli,kdpE,KdpE response regulator,,aminoglycoside resistance gene,0,92,99,92,1.00E-106
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.4444,0,0,NP_458564.1,Salmonella enterica,soxR,SoxR activator,,efflux pump conferring antibiotic resistance,0,100,100,100,9.00E-84
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.1447,0,0,NP_417169.1,Escherichia coli,emrR,EmrR regulator,,efflux pump conferring antibiotic resistance,0,98,98,93,2.00E-90
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.3858,0,0,0,unknown,alr,Alanine racemase,Alanine racemase,antibiotic target in susceptible species,19748470;24303782,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.1543,0,0,AAC75136.1,Escherichia coli,mdtB,MdtB efflux pump component,,efflux pump conferring antibiotic resistance,0,100,100,91,0
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.2148,0,0,0,unknown,marA,MarA regulator,MarA regulator,antibiotic resistance gene cluster,8383113;9068629,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.597,0,0,0,unknown,macA,MacA efflux protein,MacA efflux protein,efflux pump conferring antibiotic resistance,11544226,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.1875,0,0,NP_416715.1,Escherichia coli,yojI,YojI siderophore exporter,,efflux pump conferring antibiotic resistance,0,100,100,90,1.00E-291
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.2813,0,0,0,unknown,murA,MurA transferase,MurA transferase,antibiotic target in susceptible species,8994972,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.1721,0,0,AAC76093.1,Escherichia coli,bacA,BacA diphosphatase,,peptide antibiotic resistance gene,0,100,100,97,1.00E-149
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.4416,0,0,BAE78116.1,Escherichia coli,pmrC,PmrC transferase,,polymyxin resistance gene,0,100,100,82,1.00E-279
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.1544,0,0,AAC75137.1,Escherichia coli,mdtC,MdtC efflux pump component,,efflux pump conferring antibiotic resistance,0,99,99,91,0
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.1545,0,0,AAC75138.1,Escherichia coli,mdtD,MdtD efflux transporter,,efflux pump conferring antibiotic resistance,0,99,99,85,1.00E-235
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.2456,0,0,ABG77966.1,Enterobacter cloacae,acrB,AcrB efflux pump component,,efflux pump conferring antibiotic resistance,0,99,99,93,0
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.1542,0,0,AAC75135.2,Escherichia coli,mdtA,MdtA efflux pump component,,efflux pump conferring antibiotic resistance,0,90,91,86,1.00E-182
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.1543,0,0,0,unknown,mdtABC-tolC,MdtB efflux pump component,MdtB efflux pump component,efflux pump conferring antibiotic resistance,12107134,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.4671,0,0,ABG77966.1,Enterobacter cloacae,acrB,AcrF efflux pump component,,efflux pump conferring antibiotic resistance,0,11,96,91,9.00E-57
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.3543,0,0,AAC74149.2,Escherichia coli,mdtH,MdtH efflux pump,,efflux pump conferring antibiotic resistance,0,99,99,91,1.00E-216
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.634,0,0,AFH35853.1,Escherichia coli,mdfA,MdfA efflux pump,,efflux pump conferring antibiotic resistance,0,99,99,87,1.00E-208
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.1013,0,0,NP_416340.1,Escherichia coli,mgrB,MgrB regulator,,polymyxin resistance gene,0,100,100,87,1.00E-18
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.2055,0,0,0,unknown,aac(6')-Ic,AAC(6') acetyltransferase,AAC(6') acetyltransferase,antibiotic inactivation enzyme,11158753;15155202;1354954;2069376;8257129;7810994;8001769;7793874;10188279;10542165;10508008,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.3121,0,0,0,unknown,acrZ,AcrZ efflux pump component,AcrZ efflux pump component,efflux pump conferring antibiotic resistance,23010927,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.2813,0,0,AIL15701,Escherichia coli,murA,MurA transferase,,fosfomycin resistance gene,0,100,100,97,1.00E-233
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.1446,0,0,0,unknown,emrAB-tolC,EmrA efflux pump component,EmrA efflux pump component,efflux pump conferring antibiotic resistance,1409590,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.46,0,0,0,unknown,tufA,Elongation factor Tu,Elongation factor Tu,antibiotic target in susceptible species,364475;9678602,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.2904,0,0,NP_417544.5,Escherichia coli,patA,PatA aminotransferase,,efflux pump conferring antibiotic resistance,0,99,99,94,1.00E-252
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.4685,0,0,0,unknown,rpoC,RNA polymerase beta' subunit,RNA polymerase beta' subunit,antibiotic target in susceptible species,16723576,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.2456,0,0,0,unknown,acrAB-tolC,AcrB efflux pump component,AcrB efflux pump component,efflux pump conferring antibiotic resistance,7651136,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.1445,0,0,0,unknown,emrAB-tolC,EmrB efflux pump component,EmrB efflux pump component,efflux pump conferring antibiotic resistance,1409590,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.2994,0,0,0,unknown,sugE,SugE efflux transporter,SugE efflux transporter,efflux pump conferring antibiotic resistance,11948170,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.3502,0,0,0,unknown,fabI,FabI reductase,FabI reductase,antibiotic target in susceptible species,18193820;10869170;8284673,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.1546,0,0,BAA15934.1,Escherichia coli,baeS,BaeS histidine kinase,,efflux pump conferring antibiotic resistance,0,100,100,88,1.00E-245
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.2354,0,0,AFK13828.1,Enterobacter cloacae,ramA,RamA activator,,efflux pump conferring antibiotic resistance,0,91,100,85,2.00E-53
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.2655,0,0,0,unknown,mdtM,MdtM efflux pump,MdtM efflux pump,efflux pump conferring antibiotic resistance,23221628,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.635,0,0,0,unknown,bcrC,BcrC diphosphatase,BcrC diphosphatase,antibiotic target protection protein,12486040;15778224;15946938,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.3259,0,0,0,unknown,rho,Rho termination factor,Rho termination factor,antibiotic target in susceptible species,8466900,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.1052,0,0,0,unknown,alr,Alanine racemase,Alanine racemase,antibiotic target in susceptible species,19748470;24303782,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.42,0,0,0,unknown,rpsJ,Ribosomal protein S10,Ribosomal protein S10,antibiotic target in susceptible species,26124155,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.49,0,0,0,unknown,rpsL,Ribosomal protein S12,Ribosomal protein S12,antibiotic target in susceptible species,7934937,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.4684,0,0,0,unknown,rpoB,RNA polymerase beta subunit,RNA polymerase beta subunit,antibiotic target in susceptible species,3050121;15047531;16723576,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.346,0,0,0,unknown,0,Class B3 beta-lactamase,Class B3 beta-lactamase,antibiotic inactivation enzyme,22985886;16723554;12019096;26666948;18843302;11749954;26482314;22442240;15561856;10858348;18563261,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.1745,0,0,NP_462096.1,Salmonella enterica,parE,DNA topoisomerase IV subunit B,,fluoroquinolone resistance gene,0,100,100,100,0
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.1913,0,0,AAC75315.1,Escherichia coli,arnA,ArnA transferase,,polymyxin resistance gene,0,99,99,80,0
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.694,0,0,0,unknown,dfrA,Dihydrofolate reductase,Dihydrofolate reductase,antibiotic target in susceptible species,20169085;25288078,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.3448,0,0,0,unknown,hns,H-NS protein,H-NS protein,regulator modulating antibiotic resistance,14973023,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.2149,0,0,0,unknown,marB,MarB regulator,MarB regulator,antibiotic resistance gene cluster,8383113;9068629,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.3367,0,0,NP_459345.2,Salmonella enterica,mdsC,OprM efflux pump component,,efflux pump conferring antibiotic resistance,0,26,99,98,2.00E-65
BLAT,Antibiotic Resistance,NDARO,ST14,fig|90370.6306.peg.4755,0,0,WP_001580422.1,Salmonella enterica,0,Aminoglycoside nucleotidyltransferase,Aminoglycoside nucleotidyltransferase,unknown,0,100,90,97,1.00E-146
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.2454,0,0,NP_414997.1,Escherichia coli,acrR,AcrR regulator,,efflux pump conferring antibiotic resistance,0,97,96,88,1.00E-104
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.836,0,0,0,unknown,dxr,Dxr reductoisomerase,Dxr reductoisomerase,antibiotic target in susceptible species,16321944,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.4669,0,0,0,unknown,AcrEF-TolC ,AcrE efflux pump component,AcrE efflux pump component,efflux pump conferring antibiotic resistance,1720861,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.3486,0,0,NP_415791.1,Escherichia coli,cysB,CysB activator,,aminocoumarin resistance gene,0,100,100,95,1.00E-177
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.3934,0,0,0,unknown,gidB,GidB methyltransferase,GidB methyltransferase,gene conferring resistance via absence,17238915,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.2147,0,0,0,unknown,MarR,MarR regulator,MarR regulator,antibiotic resistance gene cluster,7768850;8282690;8383113;9068629,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.3798,0,0,AML99881.1,Salmonella enterica,mdtK,YeeO transporter,,efflux pump conferring antibiotic resistance,0,99,93,99,1.00E-273
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.2545,0,0,NP_312864.1,Escherichia coli,cpxA,CpxA histidine kinase,,efflux pump conferring antibiotic resistance,0,99,99,97,1.00E-259
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.3557,0,0,YP_489321.1,Escherichia coli,mdtG,MdtG efflux pump,,efflux pump conferring antibiotic resistance,0,97,98,91,1.00E-207
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.634,0,0,0,unknown,mdfA,MdfA efflux pump,MdfA efflux pump,efflux pump conferring antibiotic resistance,9079913,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.4479,0,0,NP_415632.1,Escherichia coli,mfd,Mfd transcription-repair factor,,fluoroquinolone resistance gene,0,100,100,95,0
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.2055,0,0,AAF03531.1,Salmonella enterica,aac(6')-Iy,AAC(6') acetyltransferase,,aminoglycoside resistance gene,0,100,84,97,4.00E-80
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.3336,0,0,0,unknown,ddl,D-Ala-D-Ala ligase,D-Ala-D-Ala ligase,antibiotic target in susceptible species,24303782;24033232,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.2544,0,0,NP_312865.1,Escherichia coli,cpxR,CpxR response regulator,,efflux pump conferring antibiotic resistance,0,100,100,96,1.00E-126
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.1753,0,0,NP_462089.1,Salmonella enterica,parC,DNA topoisomerase IV subunit A,,fluoroquinolone resistance gene,0,100,100,99,0
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.4459,0,0,0,unknown,kasA,KasA synthase,KasA synthase,antibiotic target in susceptible species,10428945,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.2826,0,0,YP_491362.1,Escherichia coli,folP,Dihydropteroate synthase,,sulfonamide resistance gene,0,100,100,91,1.00E-147
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.4414,0,0,NP_418540.1,Escherichia coli,adiY,AdiY regulator,,efflux pump conferring antibiotic resistance,0,98,98,80,1.00E-116
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.4671,0,0,0,unknown,AcrEF-TolC ,AcrF efflux pump component,AcrF efflux pump component,efflux pump conferring antibiotic resistance,1720861,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.626,0,0,NP_415372.1,Escherichia coli,nfsA,NfsA nitroreductase,,nitrofuratoin resistance gene,0,100,100,87,1.00E-124
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.146,0,0,0,unknown,gdpD,GdpD phosphodiesterase,GdpD phosphodiesterase,cell wall charge modification resistance,21899450,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.3448,0,0,NP_309766.1,Escherichia coli,hns,H-NS protein,,efflux pump conferring antibiotic resistance,0,99,99,95,2.00E-67
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.4677,0,0,0,unknown,tufA,Elongation factor Tu,Elongation factor Tu,antibiotic target in susceptible species,364475;9678602,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.2655,0,0,AAC77293.1,Escherichia coli,mdtM,MdtM efflux pump,,efflux pump conferring antibiotic resistance,0,98,97,86,1.00E-202
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.1447,0,0,0,unknown,emrAB-tolC,EmrR regulator,EmrR regulator,regulator modulating antibiotic resistance,7730261,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.1445,0,0,AAC75733.1,Escherichia coli,emrB,EmrB efflux pump component,,efflux pump conferring antibiotic resistance,0,100,100,95,1.00E-289
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.742,0,0,0,unknown,ddl,D-Ala-D-Ala ligase,D-Ala-D-Ala ligase,antibiotic target in susceptible species,24303782;24033232,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.901,0,0,0,unknown,pgsA,PgsA phosphatidyltransferase,PgsA phosphatidyltransferase,cell wall charge modification resistance,22238576,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.3367,0,0,0,unknown,oprM,OprM efflux pump component,OprM efflux pump component,efflux pump conferring antibiotic resistance,0,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.4670,0,0,AAC76298.1,Escherichia coli,acrF,AcrF efflux pump component,,efflux pump conferring antibiotic resistance,0,87,98,89,0
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.2455,0,0,ABG77965.1,Enterobacter cloacae,acrA,AcrA efflux pump component,,efflux pump conferring antibiotic resistance,0,97,97,87,1.00E-190
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.4677,0,0,AAA50993.1,Escherichia coli,0,Elongation factor Tu,,elfamycin resistance gene,0,100,100,99,1.00E-230
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.2490,0,0,0,unknown,katG,KatG catalase-peroxidase,KatG catalase-peroxidase,antibiotic activation enzyme,14638486,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.1912,0,0,AAC75314.1,Escherichia coli,pmrF,PmrF transferase,,polymyxin resistance gene,0,98,97,87,1.00E-161
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.1885,0,0,0,unknown,gyrA,DNA gyrase subunit A,DNA gyrase subunit A,antibiotic target in susceptible species,9293187,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.2148,0,0,YP_489794.1,Escherichia coli,marA,MarA regulator,,efflux pump conferring antibiotic resistance,0,99,99,95,1.00E-65
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.1436,0,0,NP_417177.1,Escherichia coli,alaS,Alanyl-tRNA synthetase,,aminocoumarin resistance gene,0,100,100,95,0
BLAT,Antibiotic Resistance,CARD,ST14,fig|90370.6306.peg.4684,0,0,NP_312937.1,Escherichia coli,rpoB,RNA polymerase beta subunit,,rifampin resistance gene,0,100,100,98,0
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.3893,0,0,0,unknown,gyrB,DNA gyrase subunit B,DNA gyrase subunit B,antibiotic target in susceptible species,21693461;22279180;9293187,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.2454,0,0,0,unknown,acrAB-tolC,AcrR regulator,AcrR regulator,regulator modulating antibiotic resistance,0,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST14,fig|90370.6306.peg.1542,0,0,0,unknown,mdtABC-tolC,MdtA efflux pump component,MdtA efflux pump component,efflux pump conferring antibiotic resistance,12107134,0,0,0,0
